Front,Back,Tags
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>I have a problem</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>I have a problem with the phone</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>عندي مشكلة</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ʿandī mushkle</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>عندي مشكلة بالتلفون</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ʿandī mushkle bit-tilifōn</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>I have a problem with the phone</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>do you have time?</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>Do you have time now?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>عندك وقت؟</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ʿandak waʔt?</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>عندك وقت هلق؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ʿandak waʔt hallaʔ?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>Do you have time now?</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>I am studying</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>I’m studying Arabic</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>عم بدرس</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ʿam bdrus</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>أنا عم بدرس عربي</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ana ʿam bdrus ʿarabi</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>I’m studying Arabic</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>I am eating</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>I’m eating now</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>عم باكل</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ʿam bākol</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>أنا عم باكل هلق</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ana ʿam bākol hallaʔ</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>I’m eating now</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>I am drinking</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>I’m drinking coffee</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>عم بشرب</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ʿam bashrab</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>أنا عم بشرب قهوة</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ana ʿam bashrab ʔahwe</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>I’m drinking coffee</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>I am listening</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>I’m listening to music</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>عم بسمع</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ʿam basmaʿ</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>أنا عم بسمع موسيقى</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ana ʿam basmaʿ mūsīʔa</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>I’m listening to music</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>I am speaking</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>I’m talking with my friend</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>عم بحكي</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ʿam bḥki</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>أنا عم بحكي مع صاحبتي</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ana ʿam bḥki maʿ ṣāḥbti</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>I’m talking with my friend</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>I am going</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>I’m going home</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>عم بروح</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ʿam brūḥ</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>أنا عم بروح عالبيت</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ana ʿam brūḥ ʿal-bēt</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>I’m going home</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>I am coming</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>I’m coming now</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>عم بجي</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ʿam biji</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>أنا عم بجي هلق</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ana ʿam biji hallaʔ</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>I’m coming now</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>I am working</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>I’m working from home</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>عم بشتغل</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ʿam bishtaghel</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>أنا عم بشتغل من البيت</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ana ʿam bishtaghel min il-bēt</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>I’m working from home</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>I am learning</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>I’m learning Arabic</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>عم بتعلّم</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>ʿam btaʿallam</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>أنا عم بتعلّم عربي</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>ana ʿam btaʿallam ʿarabi</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>I’m learning Arabic</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
"<div style='text-align:center; line-height:1.15;'>
<div style='color:#6B7280; font-size:18px; font-weight:800; letter-spacing:.08em; text-transform:uppercase; margin-bottom:10px;'>English → Levantine</div>
<div style='color:#111827; font-size:34px; font-weight:800;'>what are you doing?</div>
<div style='color:#0F766E; font-size:22px; font-weight:700; margin-top:12px;'>Use it in a sentence:</div>
<div style='color:#374151; font-size:24px; margin-top:4px;'>What are you doing now?</div>
</div>","<div style='line-height:1.2;'>
<div style='color:#7C3AED; font-size:36px; font-weight:800; text-align:center;'>شو عم تعمل؟</div>
<div style='color:#14B8A6; font-size:26px; font-weight:700; margin-top:6px; text-align:center;'>shū ʿam taʿmel?</div>
<div style='font-size:24px; font-weight:900; margin:14px 0 8px 0; text-align:center;'>Example answer:</div>
<div style='color:#7C3AED; font-size:28px; font-weight:750; text-align:center;'>شو عم تعمل هلق؟</div>
<div style='color:#14B8A6; font-size:22px; margin-top:6px; text-align:center;'>shū ʿam taʿmel hallaʔ?</div>
<div style='color:#6B7280; font-size:22px; margin-top:6px; text-align:center;'>What are you doing now?</div>
</div>",reverse-recall source::sentences levantine-arabic sentence-engine v2
